182.285	-187.08	67.715
179.883	-187.079	70.075
177.486	-187.078	72.349
175.095	-187.075	74.539
172.709	-187.069	76.648
170.327	-187.059	78.679
167.951	-187.045	80.632
165.579	-187.026	82.512
163.212	-187	84.32
160.849	-186.968	86.058
158.491	-186.928	87.729
156.138	-186.88	89.333
153.789	-186.823	90.873
151.445	-186.758	92.35
149.106	-186.682	93.767
146.771	-186.597	95.124
144.441	-186.5	96.424
142.116	-186.393	97.667
139.795	-186.274	98.855
137.48	-186.142	99.989
135.17	-185.999	101.071
132.865	-185.842	102.101
130.565	-185.673	103.081
128.271	-185.49	104.013
125.982	-185.293	104.896
123.699	-185.082	105.732
121.422	-184.857	106.522
119.151	-184.617	107.268
116.886	-184.362	107.969
114.627	-184.093	108.627
112.375	-183.808	109.243
110.13	-183.507	109.817
107.891	-183.191	110.35
105.66	-182.859	110.844
103.435	-182.511	111.298
101.218	-182.147	111.714
99.009	-181.766	112.092
96.807	-181.369	112.433
94.614	-180.956	112.737
92.428	-180.526	113.006
90.252	-180.079	113.239
88.083	-179.616	113.438
85.924	-179.135	113.602
83.773	-178.638	113.733
81.632	-178.124	113.832
79.5	-177.593	113.898
77.378	-177.045	113.932
75.265	-176.479	113.934
73.163	-175.897	113.906
71.071	-175.298	113.848
68.99	-174.681	113.76
66.919	-174.048	113.642
64.859	-173.397	113.495
62.811	-172.73	113.32
60.773	-172.045	113.117
58.748	-171.344	112.886
56.734	-170.625	112.628
54.732	-169.89	112.343
52.742	-169.138	112.032
50.765	-168.369	111.694
48.8	-167.584	111.331
46.848	-166.782	110.943
44.909	-165.964	110.53
42.984	-165.129	110.093
41.072	-164.279	109.631
39.173	-163.411	109.145
37.289	-162.528	108.636
35.418	-161.629	108.104
33.562	-160.715	107.55
31.72	-159.784	106.973
29.893	-158.838	106.373
28.081	-157.876	105.752
26.284	-156.9	105.11
24.502	-155.908	104.446
22.735	-154.901	103.762
20.984	-153.879	103.057
19.249	-152.843	102.333
17.53	-151.792	101.588
15.826	-150.727	100.824
14.14	-149.648	100.04
12.469	-148.554	99.238
10.815	-147.447	98.417
9.178	-146.326	97.577
7.558	-145.192	96.719
5.955	-144.045	95.844
4.37	-142.885	94.951
2.802	-141.711	94.041
1.251	-140.525	93.114
-0.282	-139.327	92.171
-1.797	-138.117	91.211
-3.294	-136.894	90.234
-4.773	-135.66	89.242
-6.233	-134.414	88.235
-7.676	-133.156	87.212
-9.099	-131.888	86.174
-10.504	-130.609	85.122
-11.89	-129.318	84.054
-13.258	-128.018	82.973
-14.606	-126.707	81.878
-15.935	-125.386	80.769
-17.245	-124.056	79.646
-18.536	-122.716	78.51
-19.807	-121.367	77.362
-21.059	-120.009	76.2
-22.291	-118.641	75.026
-23.503	-117.266	73.84
-24.695	-115.882	72.642
-25.868	-114.49	71.433
-27.021	-113.09	70.212
-28.154	-111.683	68.979
-29.266	-110.269	67.736
-30.359	-108.847	66.482
-31.431	-107.419	65.218
-32.483	-105.984	63.943
-33.515	-104.543	62.658
-34.526	-103.096	61.364
-35.517	-101.643	60.06
-36.487	-100.185	58.746
-37.437	-98.722	57.424
-38.367	-97.254	56.093
-39.276	-95.781	54.753
-40.164	-94.303	53.405
-41.032	-92.822	52.049
-41.879	-91.336	50.685
-42.705	-89.848	49.313
-43.511	-88.355	47.934
-44.296	-86.86	46.548
-45.06	-85.362	45.154
-45.804	-83.861	43.754
-46.527	-82.358	42.348
-47.23	-80.853	40.935
-47.912	-79.347	39.516
-48.573	-77.838	38.091
-49.214	-76.329	36.66
-49.834	-74.819	35.224
-50.433	-73.308	33.783
-51.012	-71.797	32.337
-51.571	-70.285	30.886
-52.109	-68.774	29.431
-52.627	-67.263	27.971
-53.125	-65.753	26.506
-53.602	-64.243	25.038
-54.059	-62.735	23.567
-54.496	-61.228	22.091
-54.912	-59.723	20.612
-55.309	-58.22	19.131
-55.686	-56.719	17.646
-56.043	-55.221	16.158
-56.38	-53.725	14.668
-56.697	-52.233	13.176
-56.995	-50.743	11.681
-57.273	-49.257	10.185
-57.532	-47.775	8.687
-57.771	-46.297	7.187
-57.991	-44.823	5.686
-58.192	-43.353	4.183
-58.374	-41.888	2.68
-58.537	-40.428	1.175
-58.681	-38.973	-0.329
-58.806	-37.524	-1.835
-58.913	-36.08	-3.34
-59.001	-34.643	-4.846
-59.071	-33.211	-6.352
-59.123	-31.786	-7.857
-59.156	-30.367	-9.362
-59.172	-28.955	-10.866
-59.17	-27.55	-12.37
-59.15	-26.153	-13.873
-59.113	-24.762	-15.374
-59.058	-23.38	-16.875
-58.986	-22.005	-18.373
-58.897	-20.639	-19.871
-58.791	-19.281	-21.366
-58.669	-17.931	-22.86
-58.53	-16.59	-24.352
-58.374	-15.258	-25.841
-58.202	-13.936	-27.328
-58.014	-12.622	-28.812
-57.81	-11.318	-30.294
-57.591	-10.024	-31.773
-57.355	-8.739	-33.25
